date,,compound,neg,neu,pos
3/17/20,,0.221871739,0.02126087,0.875434783,0.103304348
3/18/20,,0.217456522,0.044956522,0.876,0.079086957
3/19/20,,-0.099685714,0.097571429,0.830809524,0.07147619
3/20/20,,0.166869231,0.081538462,0.816769231,0.101615385
3/23/20,,0.072966667,0.05325,0.877916667,0.068916667
3/24/20,,0.061193333,0.0314,0.923333333,0.045266667
3/25/20,,0.21326,0.044266667,0.8594,0.096333333
3/26/20,,0.266477778,0.029388889,0.892333333,0.078333333
3/27/20,,0.032904,0.0654,0.86476,0.06984
3/30/20,,0.277631579,0.018947368,0.882894737,0.098210526
3/31/20,,0.245866667,0.04562963,0.835518519,0.118888889
4/1/20,,0.062338095,0.076857143,0.832857143,0.090238095
4/2/20,,0.37458,0.024933333,0.868866667,0.106133333
4/3/20,,-0.039334694,0.067510204,0.868673469,0.063795918
4/6/20,,0.131433333,0.0345,0.888833333,0.076611111
4/7/20,,0.278307143,0.034857143,0.8445,0.120642857
4/8/20,,-0.023254545,0.063,0.853727273,0.083272727
4/9/20,,0.23842037,0.040666667,0.851666667,0.107666667
4/10/20,,0.204370588,0.034254902,0.85945098,0.106254902
4/13/20,,0.2819,0.024714286,0.849857143,0.125428571
4/14/20,,0.310869231,0.034461538,0.864230769,0.101230769
4/15/20,,0.147720833,0.059,0.859916667,0.081083333
4/16/20,,0.125385,0.05065,0.833,0.1164
4/17/20,,0.129352632,0.051684211,0.802578947,0.145736842
4/20/20,,0.228747059,0.020117647,0.904470588,0.075411765
4/21/20,,0.202636364,0.049409091,0.845545455,0.105
4/22/20,,0.323992308,0.024333333,0.867435897,0.10825641
4/23/20,,0.26778125,0.0395625,0.8420625,0.11834375
4/24/20,,0.259419231,0.019076923,0.888384615,0.092538462
4/27/20,,0.370174138,0.029086207,0.842534483,0.12837931
4/28/20,,0.111834091,0.042102273,0.876534091,0.081375
4/29/20,,0.291567568,0.029675676,0.87427027,0.096027027
4/30/20,,0.20552093,0.049674419,0.83727907,0.113069767
5/1/20,,0.248635484,0.045612903,0.840903226,0.113516129
5/4/20,,0.172513043,0.042347826,0.87326087,0.084478261
5/5/20,,0.168641007,0.029654676,0.895928058,0.07442446
5/6/20,,0.163172131,0.041704918,0.872786885,0.085508197
5/7/20,,0.244025581,0.029930233,0.877860465,0.092209302
5/8/20,,0.120524,0.08748,0.81672,0.09584
5/11/20,,0.179361538,0.033153846,0.902076923,0.064846154
5/12/20,,0.226210526,0.047736842,0.849342105,0.102921053
5/13/20,,0.198532,0.03404,0.89844,0.06744
5/14/20,,0.206252,0.04032,0.87048,0.0892
5/15/20,,0.294532558,0.037,0.845813953,0.117186047
5/18/20,,0.139821875,0.038,0.88259375,0.07940625
5/19/20,,0.098031034,0.04537931,0.881517241,0.073103448
5/20/20,,0.353479167,0.024125,0.851291667,0.124625
5/21/20,,0.039904167,0.063125,0.845833333,0.090916667
5/22/20,,0.106566667,0.088333333,0.770611111,0.141166667
5/25/20,,-0.052108333,0.071083333,0.86975,0.05925
5/26/20,,-0.028909524,0.060380952,0.886047619,0.053571429
5/27/20,,0.41492,0.0088,0.8498,0.1414
5/28/20,,0.093683333,0.055916667,0.880458333,0.063833333
5/29/20,,0.2257025,0.062625,0.798425,0.138875
6/1/20,,-0.136622857,0.130428571,0.7974,0.072257143
6/2/20,,0.197143333,0.0436,0.8388,0.117633333
6/3/20,,0.1049425,0.029875,0.9149,0.0553
6/4/20,,0.073744,0.04392,0.89472,0.06132
6/5/20,,0.165623529,0.047,0.851470588,0.101529412
6/8/20,,0.337956,0.02884,0.83592,0.13528
6/9/20,,0.236955172,0.032724138,0.850413793,0.116827586
6/10/20,,0.252682353,0.053470588,0.830058824,0.116411765
6/11/20,,-0.018985,0.06425,0.86885,0.0669
6/12/20,,0.197810526,0.041842105,0.886894737,0.071315789
6/15/20,,0.372833871,0.026806452,0.837435484,0.135677419
6/16/20,,0.1485,0.052782609,0.836173913,0.110913043
6/17/20,,0.0925375,0.06146875,0.83028125,0.108125
6/18/20,,0.316202778,0.028805556,0.854722222,0.116416667
6/19/20,,0.230733333,0.041466667,0.834733333,0.1238
6/22/20,,0.128040909,0.015636364,0.919772727,0.064590909
6/23/20,,0.223044444,0.048055556,0.843333333,0.108555556
6/24/20,,0.192738095,0.053,0.820904762,0.126119048
6/25/20,,0.2115,0.017307692,0.910076923,0.072576923
6/26/20,,0.332059375,0.0274375,0.8208125,0.15178125
6/29/20,,-0.040316667,0.095,0.824055556,0.080888889
6/30/20,,0.19197,0.05685,0.79285,0.1503
7/1/20,,0.365770742,0.029279476,0.811043668,0.159650655
7/2/20,,0.281859551,0.028764045,0.852561798,0.118707865
7/3/20,,0.216736,0.01868,0.90112,0.0802
7/6/20,,0.138257692,0.041923077,0.865076923,0.093076923
7/7/20,,0.149489655,0.05762069,0.839448276,0.102931034
7/8/20,,0.24215,0.045975,0.8494,0.10465
7/9/20,,-0.014942105,0.061105263,0.893368421,0.045526316
7/10/20,,0.412071875,0.02859375,0.80959375,0.1618125
7/13/20,,0.19626,0.042333333,0.853303704,0.104333333
7/14/20,,0.152526667,0.037733333,0.875977778,0.086266667
7/15/20,,0.167507692,0.038564103,0.886358974,0.075051282
7/16/20,,0.210723077,0.035923077,0.872730769,0.091346154
7/17/20,,0.180845,0.0592,0.85805,0.08275
7/20/20,,0.392233094,0.021366906,0.837143885,0.141503597
7/21/20,,0.335219048,0.014365079,0.889825397,0.095777778
7/22/20,,0.218628595,0.044637255,0.854947712,0.100416667
7/23/20,,0.265644796,0.03638914,0.850850679,0.112764706
7/24/20,,0.297928333,0.047233333,0.829283333,0.123466667
7/27/20,,0.1668,0.026819672,0.901221311,0.071983607
7/28/20,,0.218522222,0.034903382,0.865241546,0.099845411
7/29/20,,0.123991011,0.059067416,0.856146067,0.084797753
7/30/20,,0.307245902,0.033819672,0.848360656,0.117786885
7/31/20,,0.0638125,0.036833333,0.902979167,0.060229167
8/3/20,,0.27447931,0.029931034,0.874896552,0.095206897
8/4/20,,0.391126667,0.052766667,0.786733333,0.160466667
8/5/20,,0.307452632,0.022294737,0.874294737,0.103410526
8/6/20,,0.167565714,0.064971429,0.804171429,0.1308
8/7/20,,0.155376623,0.035467532,0.886,0.078506494
8/10/20,,0.135575862,0.025931034,0.904965517,0.069034483
8/11/20,,0.296380435,0.037456522,0.843217391,0.119304348
8/12/20,,0.208284211,0.057,0.841447368,0.101526316
8/13/20,,0.306535484,0.026225806,0.856806452,0.117064516
8/14/20,,0.4670875,0.01246875,0.862875,0.1246875
8/17/20,,0.139246667,0.052866667,0.867266667,0.079933333
8/18/20,,0.340421429,0.024309524,0.871642857,0.104047619
8/19/20,,0.099526471,0.057,0.8545,0.0885
8/20/20,,0.296895833,0.048916667,0.821208333,0.129875
8/21/20,,0.213195349,0.027313953,0.862360465,0.110337209
8/24/20,,0.303382716,0.015185185,0.881419753,0.103382716
8/25/20,,0.13093956,0.026417582,0.918802198,0.054791209
8/26/20,,0.097446154,0.060948718,0.857769231,0.081307692
8/27/20,,0.087752727,0.089218182,0.795163636,0.115654545
8/28/20,,0.0696,0.064935484,0.838129032,0.096903226
8/31/20,,0.192172414,0.050344828,0.853810345,0.09587931
9/1/20,,0.192128947,0.047947368,0.851368421,0.100657895
9/2/20,,0.046189655,0.067517241,0.846931034,0.085586207
9/3/20,,-0.124483582,0.096746269,0.828731343,0.074522388
9/4/20,,0.24635,0.022102941,0.877220588,0.100661765
9/7/20,,0.225330435,0.041804348,0.860108696,0.098043478
9/8/20,,0.235366667,0.044138211,0.847593496,0.108268293
9/9/20,,0.188000741,0.037103704,0.870918519,0.092007407
9/10/20,,0.068316364,0.081672727,0.815981818,0.102309091
9/11/20,,0.20240303,0.061484848,0.828575758,0.109969697
9/14/20,,0.214745479,0.051640957,0.833571809,0.114803191
9/15/20,,0.224908209,0.040746269,0.863141791,0.096126866
9/16/20,,0.207241463,0.05295122,0.825536585,0.1215
9/17/20,,0.15624359,0.050525641,0.852115385,0.097294872
9/18/20,,0.231836207,0.048275862,0.832482759,0.119241379
9/21/20,,0.186739535,0.042767442,0.858837209,0.098325581
9/22/20,,0.240088889,0.021111111,0.892703704,0.086222222
9/23/20,,0.169827907,0.062209302,0.832837209,0.104976744
9/24/20,,0.19885,0.022351852,0.898962963,0.078666667
9/25/20,,0.22585122,0.068707317,0.815146341,0.116219512
9/28/20,,0.11592439,0.047097561,0.872097561,0.080829268
9/29/20,,0.301892857,0.02047619,0.868190476,0.111404762
9/30/20,,0.103134444,0.103147222,0.762575,0.134252778
10/1/20,,0.000807407,0.088160494,0.822555556,0.089271605
10/2/20,,0.125398571,0.062028571,0.841828571,0.096128571
10/5/20,,0.080086047,0.056395349,0.856930233,0.086697674
10/6/20,,0.049441176,0.048141176,0.891623529,0.060258824
10/7/20,,0.140863636,0.055181818,0.858606061,0.086272727
10/8/20,,0.3118425,0.0314,0.841325,0.127275
10/9/20,,0.153217647,0.055823529,0.857882353,0.086294118
10/12/20,,0.082505882,0.040117647,0.898294118,0.061588235
10/13/20,,0.14346875,0.0566875,0.848104167,0.095166667
10/14/20,,0.093466667,0.0428,0.881955556,0.075222222
10/15/20,,0.28102,0.042533333,0.8342,0.123233333
10/16/20,,0.1236584,0.067696,0.838352,0.09394
10/19/20,,0.232721277,0.037638298,0.865510638,0.096829787
10/20/20,,0.155621154,0.032923077,0.889826923,0.077230769
10/21/20,,0.159012281,0.033315789,0.884614035,0.082087719
10/22/20,,0.183572093,0.02427907,0.904651163,0.071
10/23/20,,0.080565025,0.061014778,0.857507389,0.081497537
10/26/20,,0.051813095,0.047333333,0.890940476,0.061702381
10/27/20,,0.123873604,0.028233503,0.904329949,0.067436548
10/28/20,,0.145225,0.037973684,0.882,0.080026316
10/29/20,,0.116941304,0.041782609,0.87873913,0.079521739
10/30/20,,0,0,1,0
11/2/20,,,,,
11/3/20,,,,,
11/4/20,,,,,
11/5/20,,,,,
11/6/20,,,,,
11/9/20,,,,,
11/10/20,,,,,
11/11/20,,,,,
11/12/20,,0.6249,0,0.85,0.15
